Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-02-02 20:36:36,2024-02-03 22:38:53,UTC-05:00,2024-02-02 20:36:36,2024-02-03 06:14:49,88,15.7,433,558,258,101,74,125,493,32,77,86,false
2024-02-01 20:55:31,2024-02-02 20:36:36,UTC-05:00,2024-02-01 20:55:31,2024-02-02 06:00:25,90,15.4,482,544,316,83,83,62,534,75,89,85,false
2024-01-31 21:28:00,2024-02-01 20:55:31,UTC-05:00,2024-01-31 21:28:00,2024-02-01 06:03:01,72,15.3,395,511,218,118,59,116,545,86,77,83,false
2024-01-30 22:07:59,2024-01-31 21:28:00,UTC-05:00,2024-01-30 22:07:59,2024-01-31 05:29:00,67,15.6,344,436,176,84,84,92,516,19,79,83,false
2024-01-29 21:23:47,2024-01-30 22:07:59,UTC-05:00,2024-01-29 21:23:47,2024-01-30 06:01:32,94,15.0,472,517,325,97,50,45,502,41,91,73,false
2024-01-28 22:33:55,2024-01-29 21:23:47,UTC-05:00,2024-01-28 22:33:55,2024-01-29 06:03:12,83,16.1,407,449,252,61,94,42,491,30,90,82,false
2024-01-27 22:56:54,2024-01-28 22:33:55,UTC-05:00,2024-01-27 22:56:54,2024-01-28 07:42:42,87,14.8,414,525,329,67,18,111,475,16,78,77,false
2024-01-26 22:20:43,2024-01-27 22:56:54,UTC-05:00,2024-01-26 22:20:43,2024-01-27 07:29:49,95,14.9,495,547,321,126,48,52,520,61,90,77,false
2024-01-25 22:06:31,2024-01-26 22:20:43,UTC-05:00,2024-01-25 22:06:31,2024-01-26 06:09:07,75,14.7,376,480,237,58,81,104,500,42,78,90,false
2024-01-24 21:41:07,2024-01-25 22:06:31,UTC-05:00,2024-01-24 21:41:07,2024-01-25 05:54:34,83,14.9,418,491,232,78,108,73,502,43,86,90,false
2024-01-23 21:42:52,2024-01-24 21:41:07,UTC-05:00,2024-01-23 21:42:52,2024-01-24 05:59:24,83,14.9,437,493,317,90,30,56,524,29,88,83,false
2024-01-22 21:52:17,2024-01-23 21:42:52,UTC-05:00,2024-01-22 21:52:17,2024-01-23 05:45:18,88,13.4,407,473,197,108,102,66,465,4,88,78,false
2024-01-21 21:32:01,2024-01-22 21:52:17,UTC-05:00,2024-01-21 21:32:01,2024-01-22 06:00:28,99,13.5,463,507,216,102,145,44,470,10,93,77,false
2024-01-20 23:28:31,2024-01-21 21:32:01,UTC-05:00,2024-01-20 23:28:31,2024-01-21 07:16:23,96,16.1,442,465,320,60,62,23,458,0,96,71,false
2024-01-19 22:19:36,2024-01-20 23:28:31,UTC-05:00,2024-01-19 22:19:36,2024-01-20 07:39:05,100,14.9,506,559,379,94,33,53,476,18,90,75,false
2024-01-18 22:10:06,2024-01-19 22:19:36,UTC-05:00,2024-01-18 22:10:06,2024-01-19 06:30:15,92,15.3,435,499,329,82,24,64,472,13,87,81,false
2024-01-17 21:10:43,2024-01-18 22:10:06,UTC-05:00,2024-01-17 21:10:43,2024-01-18 05:59:55,94,16.1,467,529,324,72,71,62,494,29,88,81,false
2024-01-16 21:36:02,2024-01-17 21:10:43,UTC-05:00,2024-01-16 21:36:02,2024-01-17 05:46:20,88,15.9,421,488,249,86,86,67,481,21,86,75,false
2024-01-15 21:59:56,2024-01-16 21:36:02,UTC-05:00,2024-01-15 21:59:56,2024-01-16 06:05:53,90,15.6,413,485,199,104,110,72,457,0,85,57,false
2024-01-14 20:43:41,2024-01-15 21:59:56,UTC-05:00,2024-01-14 20:43:41,2024-01-15 07:57:34,100,15.1,532,673,457,51,24,141,457,0,79,60,false
2024-01-13 20:00:57,2024-01-14 20:43:41,UTC-05:00,2024-01-13 20:00:57,2024-01-14 06:21:30,100,16.6,515,618,322,86,107,103,349,0,83,55,false
2024-01-12 21:34:14,2024-01-13 20:00:57,UTC-05:00,2024-01-13 11:36:48,2024-01-13 13:28:19,24,18.2,108,111,77,0,31,3,457,0,97,,true
2024-01-12 21:34:14,2024-01-13 20:00:57,UTC-05:00,2024-01-12 21:34:14,2024-01-13 05:58:58,100,16.9,471,503,145,162,164,32,389,0,93,72,false
2024-01-11 20:44:07,2024-01-12 21:34:14,UTC-05:00,2024-01-12 15:24:07,2024-01-12 17:10:49,15,16.4,68,106,47,0,21,38,457,0,65,,true
2024-01-11 20:44:07,2024-01-12 21:34:14,UTC-05:00,2024-01-11 20:44:07,2024-01-12 06:09:01,100,17.5,511,564,246,79,186,53,488,30,90,82,false
2024-01-10 21:52:34,2024-01-11 20:44:07,UTC-05:00,2024-01-10 21:52:34,2024-01-11 05:58:02,88,15.5,422,485,169,128,125,63,482,24,87,85,false
2024-01-09 21:30:14,2024-01-10 21:52:34,UTC-05:00,2024-01-09 21:30:14,2024-01-10 06:01:43,90,15.8,430,511,270,131,29,81,479,21,84,82,false
2024-01-08 21:41:22,2024-01-09 21:30:14,UTC-05:00,2024-01-08 21:41:22,2024-01-09 06:16:02,93,16.3,440,514,274,75,91,74,474,0,85,82,false
2024-01-07 22:30:14,2024-01-08 21:41:22,UTC-05:00,2024-01-07 22:30:14,2024-01-08 06:55:36,100,16.2,466,505,359,73,34,39,458,0,92,77,false
2024-01-06 21:26:27,2024-01-07 22:30:14,UTC-05:00,2024-01-06 21:26:27,2024-01-07 07:12:26,100,17.0,517,582,232,94,191,65,459,0,88,69,false
2024-01-05 22:19:48,2024-01-06 21:26:27,UTC-05:00,2024-01-05 22:19:48,2024-01-06 08:36:57,100,15.4,515,616,261,117,137,101,485,27,83,56,false
2024-01-04 21:20:09,2024-01-05 22:19:48,UTC-05:00,2024-01-04 21:20:09,2024-01-05 05:35:13,92,14.5,460,495,222,102,136,35,503,45,93,82,false
2024-01-03 21:22:44,2024-01-04 21:20:09,UTC-05:00,2024-01-03 21:22:44,2024-01-04 05:58:58,82,14.8,408,513,175,127,106,105,498,40,81,71,false
2024-01-02 20:30:48,2024-01-03 21:22:44,UTC-05:00,2024-01-02 20:30:48,2024-01-03 05:45:00,87,15.7,422,553,255,114,53,131,485,27,76,63,false
2024-01-01 20:17:11,2024-01-02 20:30:48,UTC-05:00,2024-01-01 20:17:11,2024-01-02 05:39:36,92,15.3,477,560,272,104,101,83,519,61,85,55,false
2024-01-01 00:23:38,2024-01-01 20:17:11,UTC-05:00,2024-01-01 00:23:38,2024-01-01 07:50:10,77,13.4,403,446,111,109,183,43,526,63,91,67,false
2023-12-30 23:00:20,2024-01-01 00:23:38,UTC-05:00,2023-12-30 23:00:20,2023-12-31 07:50:36,82,12.9,461,530,281,86,94,69,559,50,87,,false
2023-12-29 21:37:44,2023-12-30 23:00:20,UTC-05:00,2023-12-29 21:37:44,2023-12-30 05:30:42,80,15.8,394,472,206,54,134,78,495,0,83,,false
